target,target_interaction,description,tertiary_rating,pol_prev1,pol_prev2,prev1,prev2,tid,timestamp,tweet_text,annotator,context
Hillary Clinton,Plaintext Mention,"Linguistics, publishing, accounting, writing. Student of life, bibliophile, philosopher. Steerforth Press.",1,RT @christinelu: Trump wants to run our country the way he runs his businesses.       #ImWithHer #debate {{link}},Trump's hindsight is always 20/20. #YLDebate #debatenight,RT @christinelu: Trump wants to run our country the way he runs his businesses.       #ImWithHer #debate {{link}},Trump's hindsight is always 20/20. #YLDebate #debatenight,788921154207645696,10/20/2016 1:53:55,Bill Clinton is NOT on the ballot! #YLDebate #debatenight,MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,Anger is an acid that can do more harm to the vessel in which it is stored than to anything on which it is poured. -Mark Twain,-1,"RT @wikileaks: @GenFlynn 1/ We've published >7mil emails. Clinton uses pseudonyms and proxies, of which Huma is one, so most need to be read by hand.",RT @mitchellvii: No one believes Hillary is innocent.  Those who are voting for her simply don't care.,RT @Woodmeister_46: Who would've thought that #Oklahoma was #earthquake country? What the #frack is going on?!,"RT @JPHaddadio: Another FRACKING #earthquake. To paraphrase a song: If we are allowed to destroy all we need, we will soon pay with our lives for our greed.",795483789095038976,11/7/2016 4:31:29,RT @wikileaks: RELEASE: 8263 new emails from the DNC #DNCLeak2 #feelthebern #imwithher #demexit   {{link}} {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,Health policy. Currently at The Dartmouth Institute for Health Policy and Clinical Practice. Views mine. Cura te ipsum.,0,From The Hitchhiker's Guide to the Galaxy {{link}} #Election2016,We will delete the hacks. #Clinton #debatenight,Could be significant. {{link}},Concerning that Australia appears to be going backwards on some vaccination measures. {{link}},788914094963294209,10/20/2016 1:25:52,"RT @CaseyJGiven: """"The government has no business."""" Words you don't hear often from @HillaryClinton #debatenight",MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,,-1,Don't say 'your President' Don. It's kinda un-American. #debatenight,"RT @dccommonsense: Trump talking about stop&frisk touting unconstitutional police actions """"because they work"""". Sorry pal, that ain't the proper criteria.",Don't say 'your President' Don. It's kinda un-American. #debatenight,Hillary is using her response time to avoid responding to Trump right now. #ISIS #ISIS #ISIS,780594827125678080,9/27/2016 2:28:04,"You're not funny, Hillary. #debatenight",MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,"Husband, father, and real estate broker, living and working in one of the best communities anywhere, Spirit Lake & Okoboji, Iowa!",-1,Professor Who Has Predicted Every President Since 1984 Gives 13 Reasons Trump Is Going to Win {{link}},The Only Conspiracy Theory About Hillary Clinton's Health Is That There's Nothing Wrong With It: {{link}} via @Volubrjotr,26 Incredible Facts About The Economy That Every American Should Know For The Trump-Clinton Debate  {{link}},Professor Who Has Predicted Every President Since 1984 Gives 13 Reasons Trump Is Going to Win {{link}},780767675379179520,9/27/2016 13:54:54,RT @chuckdevore: Graphic evidence of what has gone so wrong in our nation & on our campuses - #Hofstra trigger warning for #debatenight {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,// lepidopterist // // black lives matter //,1,"RT @studentactivism: Time to play """"which tweet did Trump write himself?"""" {{link}}",RT @cbpolis: Typical feminist vagenda #VagendaOfManocide #ImWithHer @AngryBlackLady {{link}},Just paid tuition for the last time and submitted my application for graduation. Dying &#128128;&#128128;&#128128;,maybe society has gone too far &#128556; {{link}},773321531476680704,9/7/2016 0:46:35,"RT @MattBellassai: i started coughing and i was like """"oh no, i've got Hillary Clintonitis"""" but then i realized it also comes with the power to destroy weak men",MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,"Former State Representative for COOS 7, Selectman 4 Lancaster NH, 1stSgt USMC Retired, Fireman, Hunter, Fisherman, Conservative & Proud of It",-1,FBI reopens investigation of @HillaryClinton citing new evidence! Though evidence all ready gathered would put most in prison #NeverHillary,@SenWarren a confirmed liar Campaigns 4 @HillaryClinton the most prodigious liar 2 ever run 4 President #NH #CrookedHillary #draintheswamp,@GovernorHassan will B a rubber stamp 4 Democrats N DC. NH needs a independent voice Vote @KellyAyotte November 8  #NHPolitics #NHSen,@ydb_nh @HillaryClinton s complete campaign has been about dirty politics & low life tactics doesn't take much to be above that #NHPolitics,792132988465192960,10/28/2016 22:36:36,Some 1 running 4 Prez shouldn't b held to a lower standard than the troops they will lead. @HillaryClinton isnt worthy 2 B CIC #NeverHillary,MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,"Dr. J shares health, fitness, and nutrition tips. Where your health and physique take CENTER STAGE!",-1,RT @DineshDSouza: Choosing Hillary at this critical time in history is akin to selecting a proven thief to manage your life savings--this won't end well {{link}},"RT @jko417: """"We are going to raise taxes on the middle class"""" -Hillary Clinton #NeverHilla... (Vine by @USAforTrump2016) {{link}}",RT @DineshDSouza: Choosing Hillary at this critical time in history is akin to selecting a proven thief to manage your life savings--this won't end well {{link}},"RT @ForAmerica: Ben Stein perfectly sums up #Obamacare, """"try to put 50 pounds of manure into a 25-pound bag."""" {{link}}",789425324626808833,10/21/2016 11:17:18,RT @DanScavino: If Crooked Hillary cared at all- she would have apologized @ the #AlSmithDinner- to Cardinal Dolan & Catholics around the world. She didn't. {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,Spoken Word Poet. Activist. Intersectional Feminist Dragon. Teaching Artist. English Major. Iowa Native. Flower Thief. @JoeMagiera7710 7.7.10[♡],1,"RT @MartinOMalley: No @realDonaldTrump, that's not locker room talk. That's sexual assault. You're an embarrassment to men everywhere. #debate",If Hillary gets elected will she be Mrs. President or Madam President?,"RT @Krista_Kee: Y'all can quit with this """"both candidates suck"""" mess. Never in US history has one candidate been so heinously less qualified than the other.","RT @MartinOMalley: No @realDonaldTrump, that's not locker room talk. That's sexual assault. You're an embarrassment to men everywhere. #debate",785537918806822912,10/10/2016 17:50:09,"RT @POTUS44: Just like Michelle says, when they go low, we go high. @HillaryClinton went high and showed why she'll be a POTUS for all Americans.",MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,snapchat: j_krustinger22,-1,RT @TheFunnyRacist: Trump is only watching the olympics to see how high the Mexican pole vaulters can go.,"RT @NotKennyRogers: Bill and Hillary """"donating"""" $1 million to their own foundation is like a guy buying his wife the Direct TV NFL Package for her birthday.","RT @JayBilas: Every time I go out, you know I bring that dough out. Finesse is on a milli, lookin' like a blowout. I gotta go to work.","RT @JayBilas: Turnt, posted up on the block, waiting for mail. For my homeys posted up in the county, praying for bail. I gotta go to work.",767006880719929344,8/20/2016 14:34:25,RT @Adam_Benda: Ryan Lochte lies and the US  freaks out. @HillaryClinton lies and we allow her to run for President. #Hypocrisy #thiscountryisajoke,MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,Democratic political fundraiser,1,RT @ppppolls: We've found a cult like aspect to Trump's supporters- as soon as he says something they start believing it  {{link}},#giddy #ImWithHer because she's with me! @HillaryClinton,RT @kcrajavora: Temps already down to 61&#176; at 7:30p in Sacramento. Same as SFO #brrr #feelslikefall {{link}},@ReneeCaggiano &#128536; #actuallyitmightbe3rdgrade,779791710700261376,9/24/2016 21:16:46,"RT @dissentingj: Reading polls re Clinton are revealing; she wins on all substantive measures, but people have """"doubts."""" This is how job discrimination works",MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,A wretched sinner saved by God's grace. Husband to the most beautiful @katiegarraway85. Father. Full-time Evangelist out of @marionave. Author. #NotiButChrist,-1,RT @WBCBowie: Powerful video by @calebgarraway {{link}} via @youtube - The choice has never been clearer! We must vote for Trump!,"If @HillaryClinton is the champion of women she claims to be, then she should stand against transvestists using women's restrooms #hypocrite","@TheRightScoop, I encourage you show and share the following short film released this morning: {{link}} {{link}}","@CBNNews and @TheBrodyFile, I encourage you show and share the following short film released this morning: {{link}} {{link}}",791321183228755968,10/26/2016 16:50:46,RT @Giovanellifive: This powerful video by Caleb Garraway (@calebgarraway on twitter) is definitely worth watching!! #election2016... {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,"Opinionated, Self-sustaining, Pro Gun, Farmboy. Even though it seems to be unpopular, I'm a proud Christian. #God #Faith #Family #Trucks #Dogs #Hunter #Lift",-1,RT @TomiLahren: Hillary is holier than thou. She's also a lying sack of crap. #debatenight,RT @MrColionNoir: Hell @HillaryClinton could be put on the terror watch list just based on the origins of some of the donations  to her foundation.,RT @TomiLahren: Hillary is holier than thou. She's also a lying sack of crap. #debatenight,RT @TomiLahren: we discovered that you &the DNC worked to screw Bernie Sanders because you couldn't even beat a self-proclaimed socialist. Wow #debatenight,780598793196621824,9/27/2016 2:43:49,RT @TomiLahren: Make America Great Again. #DebateNight #maga,MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,AHA & ASHI Certified Instructor; Business Owner; COTA/L; Published; Mom of 3; Bachelor of Science student at SNHU,1,"RT @timkaine: Donald thinks energy is &#8220;under siege by Obama?&#8221;      We&#8217;ve got lower prices, energy independence, AND a clean energy revolution.","RT @GeorgeTakei: When Trump says it's just """"locker room talk,"""" he's defending the very culture that normalizes sexual assaults on women.",Thank you for saying... {{link}},He was trying to intimidate her! {{link}},785314706022105088,10/10/2016 3:03:11,Congratulations on the debate win tonight Hillary Clinton!!!!,MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,,-1,RT @KathyShelton_: I may be Hillary Clinton&#8217;s 1st female victim. She ruined my life; defended my rapist & blamed me. I was 12 yrs old. Then she laughed at me.,"RT @bfraser747: &#128165;&#128165; ATTENTION       I am more concerned with the morals of #Hillary who has enabled Bill,  blamed a 12 yr old rape victim than Trumps guy talk {{link}}",RT @KathyShelton_: I may be Hillary Clinton&#8217;s 1st female victim. She ruined my life; defended my rapist & blamed me. I was 12 yrs old. Then she laughed at me.,"RT @bfraser747: &#128165;&#128165; ATTENTION       I am more concerned with the morals of #Hillary who has enabled Bill,  blamed a 12 yr old rape victim than Trumps guy talk {{link}}",785311777584254976,10/10/2016 2:51:32,"RT @KathyShelton_: That's right Hillary, I'm here at the #debate, you let my rapist free when I was 12 years old. Keep denying it, but it won't go away.",MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,Assistant Director of Coaching - Ames Soccer Club,-1,"Fun fact: Right out of law school, Hillary went to work for the children's defense fund. Thanks Capitan Repeat Yourself. #debate","Trump must be in a """"weekend warrior"""" challenge.  Prob why he keeps walking all over the place. Gotta get those steps in. #debates",Is it sad that some part of me still thinks they can score 6 runs and tie it up in the 9th....#WorldSeries #ChicagoCubs,Lots of new Cubs fans going to be conceived tonight.  #chicubs,792087900322013184,10/28/2016 19:37:26,"RT @HuffPostPol: If you think what Newt Gingrich said to Megyn Kelly is bad, just imagine what Trump TV will be like &#10145;&#65039; @RiegerReport {{link}} {{link}}",MANUAL,FULL INFORMATION
Donald Trump,@Mention,home builder farmer      donate to your local childrens organization.,1,RT @mitchellvii: Leftists all follow the same pattern:   1) Obama does nothing for blacks.   2) Hillary does nothing for women.   3) McCain does nothing for Vets.,RT @MisterCommodity: .@msnbc all over Facebook with edited videos from trump's rally today. I wonder if the DNC is telling them which videos to post? #DNCLeaks,"trump willing to talk with these clowns, hillary refuses. surprise surprise",@Dhfarms01 you move to South America?,763701299330162690,8/11/2016 11:39:13,"RT @BamaTrader: @realDonaldTrump taking it to @ScottWapnerCNBC    DJT is on message, driving HIS points not the """"anchors'"""" planned narrative.",MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,"feminist, pop culture nerd, former amateur Gospel singer and @BatesCollege alumna.",-1,RT @arzE: voting for Hillary doesn't have to be ur longest yeah boy ever. It can be ur shorter yeah boy ever. Just uhh don't waste ur yeah boy,"RT @jonfavs: Trump, at a rally an hour ago: """"She has to go to jail.""""       @KellyannePolls is now indistinguishable from the Kate McKinnon version on SNL. {{link}}",I'm even more scared about post-election tbh {{link}},RT @Lin_Manuel: Good morning &#127758;.   You are lovely.,787414982673702912,10/15/2016 22:08:55,"RT @ShaunKing: The more Trump smells defeat over the final days of his miserable campaign, the more desperate and dangerous he will become.",MANUAL,FULL INFORMATION
Donald Trump,@Mention,"father, husband, advertising & marketing guy @ https://t.co/qsq9jvbssX, game show champ, nut case, cpa, writer, optimist, trivia king, entrepreneur, NH resident.",-1,"Hahahaha. """"Devastation"""" in New England... I see it every day. Whatever, @realDonaldTrump, good to see what you think of our homes.",I wonder if we all tweet at @realDonaldTrump if he reaches into his coat and starts tweeting back. #Debates2016,"Hahahaha. """"Devastation"""" in New England... I see it every day. Whatever, @realDonaldTrump, good to see what you think of our homes.",I wonder if we all tweet at @realDonaldTrump if he reaches into his coat and starts tweeting back. #Debates2016,781872823061114880,9/30/2016 15:06:22,@realDonaldTrump have you ever thought to think that other people populate this world? The way you talk to people isn't leadership.,MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,I am what I am!,-1,"RT @FoxNews: .@realDonaldTrump: """"No wonder you've been fighting ISIS your entire adult life."""" #debatenight #debates {{link}}",RT @JoshNoneYaBiz: Ryan Lochte catching so much flack over if he lied or not.....Meanwhile Hillary Clinton is running for President....      That's just comical.,"RT @FoxNews: .@realDonaldTrump: """"No wonder you've been fighting ISIS your entire adult life."""" #debatenight #debates {{link}}","RT @marcorubio: Arnold Palmer was a legendary American who changed lives, including children treated @ hospital bearing his name. He left a huge mark in FL",780581376101912576,9/27/2016 1:34:37,"RT @RandPaul: """"When I was Sec of state we actually INCREASED exports..."""" yes unfortunately, it was arms to Jihadists #debatenight  {{link}}",MANUAL,FULL INFORMATION
Donald Trump,@Mention,"Editorial Page Editor, New Hampshire Union Leader and Sunday News",1,"Four years from now, Democrats will claim the GOP nominee is worse than Trump.","RT @UnionLeader: Gary Johnson: As Trump collapses, we offer Republicans a better choice.    {{link}}","@KimberleyHaas @realDonaldTrump Great. I really want to pay more for everything. Thanks.   Also, you're not winning.",RT @Kasparov63: Saying that fair elections are rigged is as much a crime against democracy as saying that rigged elections are fair.,787341744107053056,10/15/2016 17:17:54,"RT @KimberleyHaas: .@realDonaldTrump says the first day he is President, he will renegotiate NAFTA: """"If we don't get the deal we want, we will leave.""""",MANUAL,FULL INFORMATION
Donald Trump,@Mention,"Conservative,Catholic.Retired Cardiopulmonary Nurse& Pulmonary Rehab instructor!   Absolutely No Lists! You will be blocked!",1,"RT @CLewandowski_: FBI Sources Tell Fox News An """"Indictment Is Likely"""" In Clinton Foundation Case | Video | RealClearPolitics {{link}}",{{link}} is our last chance -- Get out&VOTE to #MAGA.& #DrainTheSwamp in Washington! {{link}},"RT @CLewandowski_: FBI Sources Tell Fox News An """"Indictment Is Likely"""" In Clinton Foundation Case | Video | RealClearPolitics {{link}}",RT @hrtablaze: &#128588; #LockHerUp {{link}},794363912267382789,11/4/2016 2:21:29,"RT @DanScavino: LIVE on #Periscope: 15,000+ for @realDonaldTrump in Selma, North Carolina. #5DAYS #MAGA #TrumpTrain {{link}}",MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,I keep it pitch black like Vin Diesel,-1,RT @justinwedes: Bryan Cranston on Trump. The same thoughts in my head. {{link}},RT @imchriskelly: Hillary's emails would literally have to say this for it to be a close call. {{link}},RT @JoshTPIY: I just released a new song. Check it out here.       {{link}} {{link}},Five margs Rach,794721025271402497,11/5/2016 2:00:32,RT @emmyrossum: Melania Trump wants to have a platform to talk about cyberbullying?? Check out your husband's Twitter feed and start there.,MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,what,-1,RT @pharmasean: Every time Trump talks about his policy on anything I&#8217;m reminded of this scene {{link}},RT @chelseahandler: Trump&#8217;s manager says Trump showed great restraint. That&#8217;s like saying Anthony Weiner showed great restraint.,"RT @rarekeith: """"PROMISCUOUS GIRL YOU'RE TEASING ME, YOU KNOW WHAT I WANT AND I GOT WHAT YOU NEED""""      """"PROMISCUOUS BOY LET'S GET TO THE POINT"""" {{link}}",ppl that need to stay away from me on campus: clowns and anyone involved in NexGen,785329971271127044,10/10/2016 4:03:50,"RT @therealmohammad: """"We're letting drugs pour through our southern border,"""" Trump said, coked out of his mind.",MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,"The Official Twitter account of David Allen-Clark Aeikens. Luke 1:37. Yesterday is history, tomorrow is a mystery, today is a gift. Sweaty, hungry, and confused",1,"I wish they would talk a little about Hillary's husband. Good ole slick Willy, aka Bill Clinton","RT @newtgingrich: Clintons build $2 billion tax deductible foundation, fly planes paid tax free, worry about Trump's job creating businesses that pay taxes",Yes &#128514;&#128514; {{link}},RT @MattWalshBlog: Hillary accuses Trump of inciting violence at his rallies two days after video evidence proves she incited violence at his rallies #debate,788925412785074177,10/20/2016 2:10:50,This is such a frustrating thing to watch #debatenight,MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,"Artist, writer, former martial artist, rider & climber (accident-prone), owner of silly pets, squished into 140 characters.",-1,At last! One of Hillary's leaked emails!! {{link}},"Former Hillary-hating 'Bernie Bro' journalist pens humbling, fact-filled piece on why he's #WithHer {{link}}",{{link}},{{link}},795032966896369665,11/5/2016 22:40:04,Pastor cautions Christian women about those Trump-loving Men of the Christian Right&#8212;and he NAILS it {{link}},MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,,1,"RT @CoachChic: That Crooked Hillary smirk has been gone for a good half-hour now, and that tells us something. {{link}}","RT @michellemalkin: Hey, @andersoncooper - why don't you admonish Martha Raddatz for heckling Trump? This is RIDICULOUS. #debate #ThreeOnOneDebate","RT @GovMikeHuckabee: In future, get rid of """"moderators"""" and let the candidates take the stage and have the debate without self-important media stars",@AliciaLove LOL!!!  Awww - silly girl thinks Twitter followers matter. Is she a #Kardashian,785306274296651776,10/10/2016 2:29:40,"RT @michellemalkin: Trump will choose SCOTUS justices """"in the mold of Scalia"""" who """"will respect the Constitution of the United States.""""   #debate",MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,,-1,RT @pattonoswalt: Oh my God. Trump's campaign is furiously deleting his Tweets from back in his timeline. Holy shit. #WinstonSmith #Debates2016,RT @FauxJohnMadden: You know who'd be a great President?  Brett Favre.  #DebateNight,RT @FauxPelini: .@HillaryClinton @realDonaldTrump Why do America's young people carelessly drop footballs on the one yard line every week,RT @pattonoswalt: Oh my God. Trump's campaign is furiously deleting his Tweets from back in his timeline. Holy shit. #WinstonSmith #Debates2016,780589331186462720,9/27/2016 2:06:13,RT @ShooterMcGavin_: Do Americans care about Barack Obama's birth certificate #debatenight {{link}},MANUAL,FULL INFORMATION
Donald Trump,@Mention,"Oxford dictionary in the streets, Urban dictionary in the sheets.      E-4 mafia ♤ bandaid slinging and intubation are my vice",1,"RT @Pamela_Moore13: Just a reminder: Hillary Clinton taken $50,000000+ from countries who execute women & homosexuals under Islamic Law..   #WomenWhoVoteTrump {{link}}",Donald Trump reminds me of the kid who pissed everyone off just by talking but also says stuff that needs to be said when no one else will,How about being quick to judge someone be quick to show that you give a shit about them and that their life matters to you,Had some this morning on my toast {{link}},788105540933152768,10/17/2016 19:52:57,"@realDonaldTrump in Soviet Russia, pussy grab you",MANUAL,FULL INFORMATION
Donald Trump,@Mention,Communications @thedemocrats,-1,"RT @deanbarker: Won't this be a fun ticket, with Mr. Trump up top and Mr. Guinta below? #nhpolitics   {{link}} {{link}}",RT @SeanDoyleNH: @HillaryClinton & @timkaine    @ColinVanOstern    @Maggie_Hassan    @TeamSheaPorter    @AnnMcLaneKuster       55 days! Let's do this!       #nhpolitics,"RT @deanbarker: Won't this be a fun ticket, with Mr. Trump up top and Mr. Guinta below? #nhpolitics   {{link}} {{link}}",RT @MEPFuller: Looking tight in #NH01. Could come down to crucial FrankGuintaillegallytookmoneyfromhisparentsandhascontinuedtolieaboutitforyears county.,776046417928417281,9/14/2016 13:14:18,RT @603Freeman: Is it by electing Putin ally @realDonaldTrump? #nhpolitics {{link}},MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,"Content marketing guy @CAinc. Photographer, Husband, cupcake baker, Boston sports fan, Northeastern alum. Tweets are mine.",-1,Spotted in Cleveland: Trump's motorcade rolling thru town.,RT @bwreed: BREAKING: Trump campaign announces two replacements for Paul Manafort: {{link}},"RT @Whats_The_Buzz: Can election #apps inspire millennials to vote? Try the CNN Politics app, built with @CAinc: {{link}} {{link}}",@PeteAbe I wondered the same thing boarding a flight last week.,780578607005573120,9/27/2016 1:23:37,This things going off the rails #debatenight,MANUAL,FULL INFORMATION
Donald Trump,@Mention,Unindicted co-conspirator.,-1,RT @IAStartingLine: Can't imagine what it would be like to be knocking doors for Donald Trump today {{link}} {{link}},RT @thehill: Former RNC chair: There's no hope left for Trump's campaign {{link}} {{link}},RT @costareports: Gingrich's advice to Trump: go after HRC on her leaked Wall Street speeches rather than Bill Clinton's past,The last time the GOP tried the line of argument they'll use tonight it cost them 3 House speakers and a congressional cycle.,785246298945515520,10/9/2016 22:31:21,RT @HardballChris: If @realDonaldTrump attacks @billclinton tonight it will be the ballgame. #WashUdebate2016 #hardball,MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,Son of a fourth generation family farmer. Pfister Seeds. Conservative. https://t.co/nz9UTI7apW,1,RT @weknowwhatsbest: Hillary is considering her 1st press conference in 271 days. Yoga or Chelsea's wedding questions only. Submit by email. Do not mark with a C,"2,500 mile drive to New York and back and we saw ONE @HillaryClinton sign, sticker, or flag... ONE in NYC",I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC {{link}},Two of the most unlikeable people in the United States are about to debate to become president of the United States,780843716919562240,9/27/2016 18:57:04,RT @scrowder: #DebateNight summarized {{link}},MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,Future Mrs. Stephen Colbert |20| Living vicariously through Mindy Kaling's insta feed|Too ☀️🌈 for you,-1,RT @mac_and_cheeks: trump supporters are all the kids who used to try way too hard in high school gym class,"RT @GeorgeTakei: At a speech today in PA, Trump said he considers himself """"a blue collar worker, in a way."""" Right. That's like me claiming I'm a ladies man.",RT @mac_and_cheeks: If bow wow is allowed to reinvent himself why can't we all,RT @hope_wakefield: nothing's better than spending sundays being lazy with someone you love&#128524;&#10083;&#65039;,790578349387251716,10/24/2016 15:39:01,THERES A TRUMP SIGN AS YOURE LEAVING WEST ST IN KEENE AND SOMEONE COLORED IN THE T I CANT,MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,I'm here to make people smile.,1,RT @TomiLahren: Trickle down... like Hillary's catheter. #debatenight,RT @TomiLahren: Hillary trying to smile is really hard to watch. Robot. She just cracked. #debatenight,RT @emwake1: Of course there are only negative hashtags for #trump. Where did the negative hashtags for #hillary go @twitter? oh yeah.. you removed them.,RT @realDonaldTrump: HILLARY'S BAD TAX HABIT! {{link}},780582368683831296,9/27/2016 1:38:33,RT @TomiLahren: It's not just a private email. It's a private server. First ever. #debatenight,MANUAL,FULL INFORMATION
Donald Trump,@Mention,Reporter for the Gazette. Father to three. Baseball fanatic. Spread my ashes at Splash Mountain.,-1,"RT @IC_ActivityLog: 2 GUYS ON A MOPED DRESSED AS CLOWNS, LAST SEEN SB ON CLINTON, 2 MIN TIME DELAY {{link}}","RT @IC_ActivityLog: 2 GUYS ON A MOPED DRESSED AS CLOWNS, LAST SEEN SB ON CLINTON, 2 MIN TIME DELAY {{link}}",Cedar Rapids men face charges after chase -  {{link}} via @gazettedotcom,Gannett to lay off two percent of workforce {{link}},790619828180574208,10/24/2016 18:23:50,"RT @liz_zabel: .@alison_gowans on @realDonaldTrump's """"#lockerroombanter"""" = must read: {{link}} via @gazettedotcom {{link}}",MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,A Dude Named Ben - The Eric Ortner - Living The Mac & Cheese Life,1,Yup Putin is totally behind @realDonaldTrump or not.  {{link}} #ClintonFoundation,"RT @WideRtNattyLt: Trump says Obama founded ISIS, which is dumb. Everyone knows ISIS was created by The University of Iowa Hawkeyes. {{link}}",@alterself There goes your aluminum scrap business.,@bethfranken I expect you to use this new phrase at work now as much as possible. {{link}},776907886052069376,9/16/2016 22:17:28,RT @THErealDVORAK: People at @CNN and elsewhere need to come to grips with the fact that the birther movement wasn't a Trump invention. {{link}},MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,Just call me Sassy Sasha.,1,RT @TomiLahren: Yeah because Bernie doesn't want to go missing like the rest on your body count list. #debatenight,RT @TomiLahren: Took 3 debates and a Fox anchor to ask about The Clinton Foundation. Finally. #debatenight,RT @TomiLahren: Yeah because Bernie doesn't want to go missing like the rest on your body count list. #debatenight,"Hillary, """"while trying to bash Trump says, """"google it, you can read all about it"""" yeah bc everything you read online is true &#128580;&#128580;",788931700797665280,10/20/2016 2:35:49,"RT @TomiLahren: She needs everybody but she thinks we are deplorable, irredeemable, desperate and redneck. #debatenight",MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,,1,"RT @SooperMexican: oh my quetzalcoatl   actual question to Hillary right now   """"you have been so misunderstood... do you think Americans know you better now""""   LOL!",RT @JudicialWatch: Judicial Watch legal team now at US District Court for the District of Columbia for #Clinton email hearing... More information soon.,RT @AStrongUSA: Obama Encourages Illegals to Vote Without Fear of Being Deported &#8211; VIDEO - #ImpeachObama {{link}},RT @DineshDSouza: Congressional investigators now have my case file with proof of FBI political targeting & collusion with Obama prosecutors--more to come!,795655021857767426,11/7/2016 15:51:54,RT @wikileaks: DNC prepared questions for the Wolf Blitzers' CNN interview of Donald Trump {{link}} {{link}},MANUAL,FULL INFORMATION
Donald Trump,@Mention,"all- media opinion-ator, movie/tv maker, author of Hello, He Lied, sports fanatic without portfolio, lifelong pot stirrer",-1,"RT @Wonkette: FACTCHECK: Donald Trump Will Love Vladimir Putin Forever And Ever, And You Can&#8217;t Stop Him! {{link}} #debate",Putin fan club running for pres is running his mouth to Hillary's advantage- she's moved him to thin ice,"RT @StuPolitics: If we got along with Hitler or Stalin, it wouldn't be so bad.""""","RT @Wonkette: FACTCHECK: Donald Trump Will Love Vladimir Putin Forever And Ever, And You Can&#8217;t Stop Him! {{link}} #debate",788917835745591296,10/20/2016 1:40:44,"RT @davidaxelrod: This Putin thing with @realDonaldTrump, and his refusal to accept Intel, is really glaring. #debatenight",MANUAL,FULL INFORMATION
Donald Trump,@Mention,"Follower of the Lord Jesus Christ, husband, father, brother, friend, businessman, Prof. Engineer & PLS, & HS/college wrestling fan & CrossFit. #tcot #crossfit",1,RT @ForAmerica: Even when caught lying @HillaryClinton can't stop lying. A habitual & patholigical liar has no business being #POTUS {{link}},RT @andersonDrLJA: Bill & #Hillary DON'T WANT ANYONE TO SEE THIS PICTURE OF THEM AT A PARTY YEARS BACK.  PLEASE HELP IT TO GO VIRAL! {{link}},RT @JCSD_Volleyball: The Dragon volleyball coaches are ready for the season . . . are you? {{link}},RT @Vision365: How is narrative news spinning this one? My guess is they'll bury it since there's no angle for them to exploit. {{link}},766969071636058112,8/20/2016 12:04:10,RT @Glaivester: People would not get so out-of-joint about @realDonaldTrump calling the system rigged if there were no element of truth to it.   #VoterFraud.,MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,"Mom, social justice & shoe maven, environmentalist, small biz owner, ATL DSM #NoDAPL #peopleoverprofits #AgeoftheFeminine #blacklivesmatter",-1,@realDonaldTrump you're #deplorable! The deaths of 2 #DSMcops sit squarely on your shoulders. #racismistaught    {{link}} via,RT @MotherJones: These maps show where Clinton's essential voters are {{link}} {{link}},@IowaGOP seriously? How can you be okay with this behavior not to mention ignorant of it??? It's embarrassing. #wheresRobertRay {{link}},RT @ReclaimAnglesea: Stratosphere shrinks as record breaking temperatures continue because of climate change #auspol #COP22 {{link}} via @theage,795374799660994560,11/6/2016 21:18:24,RT @SethMacFarlane: HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoax. Don't blow this.,MANUAL,FULL INFORMATION
